amostra,fator,escore_bruto,percentil,classificacao
Ensino Superior,F3_AspectosEmocionais,8,75,Média Superior
Ensino Superior,F3_AspectosEmocionais,9,85,Superior
Ensino Superior,F3_AspectosEmocionais,10,> 85 e < 90,Superior
Ensino Superior,F3_AspectosEmocionais,11,90,Superior
Ensino Superior,F3_AspectosEmocionais,12,> 90 e < 95,Superior
Ensino Superior,F3_AspectosEmocionais,13,95,Superior
Ensino Superior,F3_AspectosEmocionais,14,> 95 e < 99,Superior
Ensino Superior,F3_AspectosEmocionais,15,> 95 e < 99,Superior
Ensino Superior,F3_AspectosEmocionais,16,> 95 e < 99,Superior
Ensino Superior,F3_AspectosEmocionais,17,99,Superior
Ensino Superior,F3_AspectosEmocionais,18,> 99,Superior
Ensino Superior,F3_AspectosEmocionais,19,> 99,Superior
Ensino Superior,F3_AspectosEmocionais,20,> 99,Superior
Ensino Superior,F4_AAMA,0,< 1,Inferior
Ensino Superior,F4_AAMA,1,< 1,Inferior
Ensino Superior,F4_AAMA,2,< 1,Inferior
Ensino Superior,F4_AAMA,3,< 1,Inferior
Ensino Superior,F4_AAMA,4,1,Inferior
Ensino Superior,F4_AAMA,5,> 1 e < 5,Inferior
Ensino Superior,F4_AAMA,6,> 1 e < 5,Inferior
Ensino Superior,F4_AAMA,7,> 1 e < 5,Inferior
Ensino Superior,F4_AAMA,8,5,Inferior
Ensino Superior,F4_AAMA,9,> 5 e < 10,Inferior
Ensino Superior,F4_AAMA,10,> 5 e < 10,Inferior
Ensino Superior,F4_AAMA,11,10,Inferior
Ensino Superior,F4_AAMA,12,15,Inferior
Ensino Superior,F4_AAMA,13,> 15 e < 20,Inferior
Ensino Superior,F4_AAMA,14,20,Inferior
Ensino Superior,F4_AAMA,15,30,Média Inferior
Ensino Superior,F4_AAMA,16,35,Média Inferior
Ensino Superior,F4_AAMA,17,45,Média
Ensino Superior,F4_AAMA,18,50,Média
Ensino Superior,F4_AAMA,19,55,Média
Ensino Superior,F4_AAMA,20,60,Média
Ensino Superior,F4_AAMA,21,65,Média Superior
Ensino Superior,F4_AAMA,22,70,Média Superior
Ensino Superior,F4_AAMA,23,75,Média Superior
Ensino Superior,F4_AAMA,24,80,Média Superior
Ensino Superior,F4_AAMA,25,> 80 e < 85,Média Superior
Ensino Superior,F4_AAMA,26,85,Superior
Ensino Superior,F4_AAMA,27,90,Superior
Ensino Superior,F4_AAMA,28,> 90 e < 95,Superior
Ensino Superior,F4_AAMA,29,> 90 e < 95,Superior
Ensino Superior,F4_AAMA,30,> 90 e < 95,Superior
Ensino Superior,F4_AAMA,31,95,Superior
Ensino Superior,F4_AAMA,32,> 95 e < 99,Superior
Ensino Superior,F4_AAMA,33,> 95 e < 99,Superior
Ensino Superior,F4_AAMA,34,> 95 e < 99,Superior
Ensino Superior,F4_AAMA,35,> 95 e < 99,Superior
Ensino Superior,F4_AAMA,36,> 95 e < 99,Superior
Ensino Superior,F4_AAMA,37,99,Superior
Ensino Superior,F4_AAMA,38,> 99,Superior
Ensino Superior,F4_AAMA,39,> 99,Superior
Ensino Superior,F4_AAMA,40,> 99,Superior
Ensino Superior,F4_AAMA,41,> 99,Superior
Ensino Superior,F4_AAMA,42,> 99,Superior
Ensino Superior,F4_AAMA,43,> 99,Superior
Ensino Superior,F4_AAMA,44,> 99,Superior
Ensino Superior,F4_AAMA,45,> 99,Superior
Ensino Superior,F4_AAMA,46,> 99,Superior
Ensino Superior,F4_AAMA,47,> 99,Superior
Ensino Superior,F4_AAMA,48,> 99,Superior
Ensino Superior,F4_AAMA,49,> 99,Superior
Ensino Superior,F4_AAMA,50,> 99,Superior
Ensino Superior,F4_AAMA,51,> 99,Superior
Ensino Superior,F4_AAMA,52,> 99,Superior
Ensino Superior,F4_AAMA,53,> 99,Superior
Ensino Superior,F4_AAMA,54,> 99,Superior
Ensino Superior,F4_AAMA,55,> 99,Superior
Ensino Superior,F4_AAMA,56,> 99,Superior
Ensino Superior,F4_AAMA,57,> 99,Superior
Ensino Superior,F4_AAMA,58,> 99,Superior
Ensino Superior,F4_AAMA,59,> 99,Superior
Ensino Superior,F4_AAMA,60,> 99,Superior
Ensino Superior,F5_Hiperatividade,0,< 1,Inferior
Ensino Superior,F5_Hiperatividade,1,< 1,Inferior
Ensino Superior,F5_Hiperatividade,2,< 1,Inferior
Ensino Superior,F5_Hiperatividade,3,< 1,Inferior
Ensino Superior,F5_Hiperatividade,4,1,Inferior
Ensino Superior,F5_Hiperatividade,5,> 1 e < 5,Inferior
Ensino Superior,F5_Hiperatividade,6,5,Inferior
Ensino Superior,F5_Hiperatividade,7,10,Inferior
Ensino Superior,F5_Hiperatividade,8,> 10 e < 15,Inferior
Ensino Superior,F5_Hiperatividade,9,15,Inferior
Ensino Superior,F5_Hiperatividade,10,25,Média Inferior
Ensino Superior,F5_Hiperatividade,11,30,Média Inferior
Ensino Superior,F5_Hiperatividade,12,40,Média Inferior
Ensino Superior,F5_Hiperatividade,13,50,Média
Ensino Superior,F5_Hiperatividade,14,60,Média
Ensino Superior,F5_Hiperatividade,15,65,Média Superior
Ensino Superior,F5_Hiperatividade,16,70,Média Superior
Ensino Superior,F5_Hiperatividade,17,75,Média Superior
Ensino Superior,F5_Hiperatividade,18,80,Média Superior
Ensino Superior,F5_Hiperatividade,19,85,Superior
Ensino Superior,F5_Hiperatividade,20,> 85 e < 90,Superior
Ensino Superior,F5_Hiperatividade,21,90,Superior
Ensino Superior,F5_Hiperatividade,22,> 90 e < 95,Superior
Ensino Superior,F5_Hiperatividade,23,95,Superior
Ensino Superior,F5_Hiperatividade,24,> 95 e < 99,Superior
Ensino Superior,F5_Hiperatividade,25,> 95 e < 99,Superior
Ensino Superior,F5_Hiperatividade,26,> 95 e < 99,Superior
Ensino Superior,F5_Hiperatividade,27,> 95 e < 99,Superior
Ensino Superior,F5_Hiperatividade,28,> 95 e < 99,Superior
Ensino Superior,F5_Hiperatividade,29,99,Superior
Ensino Superior,F5_Hiperatividade,30,> 99,Superior
Ensino Superior,F5_Hiperatividade,31,> 99,Superior
Ensino Superior,F5_Hiperatividade,32,> 99,Superior
Ensino Superior,F5_Hiperatividade,33,> 99,Superior
Ensino Superior,F5_Hiperatividade,34,> 99,Superior
Ensino Superior,F5_Hiperatividade,35,> 99,Superior
